<HTML>
<BODY>
<PRE>
Cue, Mss, Assoc, Rank, Strength
STORAGE, 21, MOVING, 21, .01
STORE, 17, ITEMS, 17, .02
STORY, 14, BEDTIME, 8, .03
STOVE, 11, BURNER, 7, .02
STRAIGHT, 12, GAY, 12, .01
STRAIN, 26, CONSTIPATION, 21, .01
STRAIN, 26, EXERT, 23, .01
STRAND, 13, PEARLS, 11, .01
STRANGE, 12, BREW, 8, .02
STRANGE, 12, EERIE, 12, .01
STRANGER, 20, MYSTERIOUS, 10, .02
STRAP, 22, STRAPLESS, 13, .02
STRAP, 22, BIND, 16, .01
STRATEGY, 11, WINNING, 7, .03
STRAWBERRY, 21, DAIQUIRI, 20, .01
STRENGTH, 9, ENDURANCE, 8, .03
STRETCH, 19, ELASTIC, 12, .02
STRETCH, 19, RETRACT, 14, .02
STRETCH, 19, EXPAND, 16, .01
STRETCH, 19, EXTENT, 17, .01
STRICT, 17, CURFEW, 14, .01
STRIPE, 23, VERTICAL, 23, .01
STRIVE, 18, DETERMINATION, 14, .01
STRIVE, 18, FORTH, 15, .01
STROKE, 26, PENIS, 23, .01
STRONG, 11, STURDY, 10, .01
STRUGGLE, 12, WRESTLE, 8, .02
STUD, 21, HUNK, 7, .03
STUD, 21, BABE, 12, .01
STUD, 21, DUDE, 14, .01
STUD, 21, MACHO, 17, .01
STUD, 21, MUSCLES, 18, .01
STUFF, 16, CRAM, 7, .02
STY, 8, CYST, 8, .01
STYLE, 23, FLAIR, 11, .02
STYLE, 23, ELEGANCE, 21, .01
SUB, 12, HOAGIE, 10, .02
SUBJECT, 15, PREDICATE, 11, .02
SUBMARINE, 13, U-BOAT, 10, .02
SUBMARINE, 13, BEATLES, 12, .01
SUBMARINE, 13, TORPEDO, 14, .01
SUBSTANCE, 18, CONTROLLED, 11, .02
SUBSTANCE, 18, PARTICLE, 14, .02
SUBSTANCE, 18, CONSISTENCY, 16, .01
SUBSTANCE, 18, GOOEY, 17, .01
SUBTRACTION, 7, DEDUCTION, 7, .01
SUBWAY, 17, METRO, 14, .01
SUBWAY, 17, TOKEN, 17, .01
SUCCEED, 21, PROSPEROUS, 20, .01
SUCCOR, 6, SUCKER, 7, .01
SUE, 15, BOB, 8, .02
SUE, 15, AMY, 10, .01
SUFFOCATE, 14, ASPHYXIATE, 12, .02
SUFFOCATE, 14, STRANGLE, 13, .02
SUFFOCATE, 14, GASP, 14, .01
SUGGESTION, 21, INPUT, 18, .01
SUGGESTION, 21, OFFER, 19, .01
SUGGESTION, 21, SUBLIMINAL, 22, .01
SUIT, 21, THREE-PIECE, 15, .02
SUIT, 21, LEISURE, 19, .01
SUITCASE, 12, VALISE, 10, .02
SUITE, 13, HYATT, 11, .02
SUITE, 13, PENTHOUSE, 12, .01
SUMMARY, 22, PARAPHRASE, 9, .03
SUMMARY, 22, CONDENSE, 18, .01
SUMMARY, 22, SUMMATION, 22, .01
SUNRISE, 13, SUNDOWN, 14, .01
SUPER, 11, DUPER, 4, .05
SUPERIOR, 19, HIGHER, 9, .03
SUPERIOR, 19, ELITE, 15, .01
SUPERIOR, 19, RATING, 19, .01
SUPERIOR, 19, UPPER, 20, .01
SUPERSTITION, 27, BLACK CAT, 6, .05
SUPERSTITION, 27, THIRTEEN, 9, .03
SUPERSTITION, 27, ESP, 11, .02
SUPERSTITION, 27, PARANOID, 25, .01
SUPERVISOR, 11, LANDLORD, 9, .02
SUPERVISOR, 11, ADVISOR, 12, .01
SUPPLY, 12, BOOKS, 7, .01
SUPPLY, 12, PROVIDE, 10, .01
SUPPLY, 12, RATIONS, 11, .01
SUPPORT, 25, UPHOLD, 11, .02
SUPPORT, 25, BRACE, 14, .01
SUPPORT, 25, ENCOURAGEMENT, 15, .01
SUPPORT, 25, ALIMONY, 16, .01
SUPPORT, 25, GUIDANCE, 21, .01
SUPPOSE, 11, CONJECTURE, 7, .02
SUPPOSE, 11, SHOULD, 11, .02
SUPPOSE, 11, TO, 12, .02
SURE, 13, DEFINITE, 11, .02
SURROUNDINGS, 14, SETTING, 8, .03
SURROUNDINGS, 14, EVERYWHERE, 10, .01
SURVIVE, 13, FITTEST, 5, .03
SWAMP, 24, MUSH, 9, .03
SWAMP, 24, BAYOU, 14, .01
SWAMP, 24, MUGGY, 17, .01
SWAMP, 24, MURKY, 18, .01
SWAMP, 24, WETLAND, 25, .01
SWAN, 13, UGLY DUCKLING, 13, .01
SWATTER, 8, BATTER, 5, .02
SWATTER, 8, PATTER, 7, .01
SWATTER, 8, SPLATTER, 9, .01
SWAY, 13, STAGGER, 9, .03
SWAY, 13, FALTER, 13, .01
SWEAT, 16, BEADS, 14, .01
SWEATER, 14, BULKY, 15, .01
SWEETHEART, 13, DARLING, 9, .02
SWEETHEART, 13, BABE, 13, .01
SWIM, 19, BACKSTROKE, 12, .01
SWIM, 19, LAPS, 15, .01
SWIM, 19, SWAM, 19, .01
SWISS, 11, ALPS, 8, .02
SWISS, 11, MOCHA, 10, .02
SWITCH, 8, HITTER, 7, .01
SWORD, 18, SHEATH, 9, .03
SWORD, 18, FENCING, 13, .02
SWORD, 18, SPEAR, 18, .01
SYMBOL, 21, SYMBOLIC, 10, .02
SYMBOL, 21, ABBREVIATION, 11, .01
SYMBOL, 21, MASCOT, 17, .01
SYMBOL, 21, REPRESENT, 19, .01
SYMPATHETIC, 21, EMPATHETIC, 7, .03
SYMPATHETIC, 21, SORROWFUL, 8, .03
SYMPATHY, 18, CONDOLENCE, 12, .02
SYMPATHY, 18, MOURN, 18, .01
SYMPTOM, 16, AILMENT, 13, .01
SYMPTOM, 16, CHRONIC, 14, .01
SYNOPSIS, 12, DIAGNOSIS, 6, .03
SYRINGE, 10, SQUIRT, 11, .01
SYSTEM, 22, ELECTRICAL, 16, .01
TAB, 16, COLA, 7, .04
TABLE, 10, SETTING, 9, .01
TABLET, 17, COMMANDMENTS, 6, .05
TABLET, 17, CAPSULE, 9, .02
TABOO, 24, INCEST, 10, .02
TABOO, 24, HEX, 14, .01
TABOO, 24, JINX, 17, .01
TABOO, 24, TATTOO, 24, .01
TACT, 15, COUTH, 5, .03
TACT, 15, DIPLOMACY, 6, .03
TACT, 15, FINESSE, 11, .01
TAG, 21, DUG, 11, .03
TAG, 21, IT, 13, .03
TAG, 21, FAG, 18, .01
TALL, 9, LANKY, 8, .01
TANGY, 13, TAFFY, 13, .01
TANGY, 13, TANG, 14, .01
TANK, 14, AQUARIUM, 10, .02
TANTRUM, 13, TODDLER, 14, .01
TAP, 19, THUMP, 20, .01
TARNISH, 16, VARNISH, 16, .01
TART, 17, DANISH, 14, .01
TART, 17, SLUT, 16, .01
TART, 17, WHORE, 18, .01
TASK, 11, DEED, 11, .01
TASTY, 16, MORSEL, 8, .02
TAXI, 7, FARE, 6, .03
TEA, 11, HERBAL, 10, .03
TEACH, 15, TAUGHT, 16, .01
TEAM, 17, COOPERATION, 15, .02
TEAM, 17, ESPRIT, 16, .02
TEAPOT, 19, COFFEE POT, 6, .04
TEAPOT, 19, TEA BAG, 20, .01
TECHNICIAN, 22, TECHNICAL, 21, .01
TECHNICIAN, 22, X-RAY, 23, .01
TECHNIQUE, 15, DOING, 11, .01
TECHNIQUE, 15, KARATE, 12, .01
TECHNOLOGY, 18, ELECTRONIC, 10, .02
TECHNOLOGY, 18, EQUIPMENT, 16, .01
TECHNOLOGY, 18, EXPERIMENTS, 17, .01
TEENAGER, 22, REBELLIOUS, 7, .04
TEENAGER, 22, ACNE, 13, .01
TEETH, 16, MOLAR, 16, .01
TELEPHONE, 17, ANSWERING MACHINE, 13, .01
TELEPHONE, 17, RECEIVER, 17, .01
TELESCOPE, 17, BINOCULARS, 9, .03
TELEVISION, 19, RELAXATION, 17, .01
TELEVISION, 19, REMOTE, 18, .01
TELL, 19, TOLD, 9, .03
TELL, 19, TATTLE, 11, .03
TELL, 19, RELATE, 12, .02
TELL, 19, WILLIAM, 18, .02
TEMPER, 18, FLARE, 8, .03
TEMPERATURE, 12, KELVIN, 13, .02
TEMPLE, 12, DOOM, 10, .02
TENDER, 17, JUICY, 17, .01
TENOR, 13, SOPRANO, 11, .02
TENSE, 17, INTENSE, 13, .01
TENSE, 17, TAUT, 17, .01
TENSION, 10, BREAKER, 7, .03
TENT, 15, PUP, 5, .04
TERMITE, 11, COCKROACH, 7, .03
TERMITE, 11, INFESTED, 11, .01
TERRITORY, 19, LOUISIANA, 9, .03
TERRITORY, 19, MARKING, 17, .01
TERRITORY, 19, TRESPASS, 18, .01
TERRITORY, 19, TURF, 19, .01
TERROR, 11, TERRORIST, 12, .01
TEST, 17, EVALUATION, 13, .02
TEST TUBE, 11, CHEMICALS, 8, .02
TESTIFY, 15, PLEA, 11, .02
TESTIFY, 15, VERIFY, 16, .01
THANKSGIVING, 10, PILGRIMS, 6, .03
THAW, 14, UNFREEZE, 9, .03
THEATER, 15, ACTING, 10, .01
THEME, 22, MOTIVE, 12, .02
THEME, 22, GIST, 19, .01
THEORY, 25, POSTULATE, 10, .02
THEORY, 25, DARWIN, 16, .01
THEORY, 25, FREUD, 18, .01
THERMOMETER, 11, DEGREES, 6, .05
THERMOMETER, 11, ANAL, 8, .02
THERMOMETER, 11, MERCURY, 9, .02
THESAURUS, 10, SYNONYM, 7, .03
THESAURUS, 10, REFERENCE, 10, .01
THESAURUS, 10, ROGET'S, 11, .01
THICKET, 16, BRIAR, 10, .03
THICKET, 16, BAMBI, 13, .01
THICKET, 16, WEEDS, 17, .01
THINK, 22, COGITATE, 15, .01
THINK, 22, CONTEMPLATE, 16, .01
THINKING, 20, BRAINSTORM, 14, .01
THINKING, 20, DREAMING, 16, .01
THIRSTY, 13, GATORAID, 11, .01
THORN, 16, THISTLE, 16, .01
THRESHOLD, 22, TOLERANCE, 23, .01
THRIFT, 14, FRUGAL, 13, .01
THROAT, 15, TONSIL, 6, .04
THROAT, 15, LARYNX, 8, .03
THROAT, 15, ESOPHAGUS, 13, .01
THROAT, 15, TRACHEA, 16, .01
THROUGH, 17, ACROSS, 11, .02
THROW, 14, THRUST, 10, .02
THUMB, 8, TOM, 8, .03
THUMB, 8, OPPOSABLE, 9, .01
TICKET, 19, SPEEDING, 13, .02
TIDE, 16, EBB, 11, .02
TIE, 17, CLIP, 8, .03
TIE, 17, DYE, 9, .03
TIE, 17, UNTIE, 13, .02
TIGHT, 13, CONFINE, 12, .01
TILE, 9, LINOLEUM, 6, .02
TIMES, 17, DATES, 15, .01
TIMES, 17, ST. PETERSBURG, 17, .01
TINY, 8, MINISCULE, 6, .03
TINY, 8, TEENY, 8, .01
TINY, 8, TIM, 9, .01
TIP, 21, Q-TIP, 7, .03
TIP, 21, GRATUITY, 17, .01
TITLE, 10, DEED, 8, .02
TOAD, 4, TOADSTOOL, 4, .03
TOASTY, 12, MARSHMALLOW, 12, .01
TOES, 11, CHEESY, 10, .01
TOES, 11, NAIL POLISH, 11, .01
TOIL, 14, TURMOIL, 5, .02
TOILET, 15, COMMODE, 9, .02
TOILET, 15, JOHN, 12, .01
TOILET, 15, POTTY, 13, .01
TOILET, 15, TRAINING, 15, .01
TOMORROW, 9, NEXT, 8, .01
TONE, 20, PULSE, 9, .04
TONGUE, 13, TIED, 10, .03
TONIC, 11, ELIXIR, 7, .02
TONIC, 11, SELTZER, 10, .02
TONIC, 11, POTION, 11, .01
TONIGHT, 17, CARSON, 14, .01
TOOLS, 17, EQUIPMENT, 11, .02
TOOLS, 17, HANDYMAN, 12, .02
TOOLS, 17, HARDWARE, 13, .02
TOOTHBRUSH, 9, FLOSS, 9, .01
TOOTHPASTE, 13, COLGATE, 7, .05
TOOTHPASTE, 13, GEL, 8, .04
TOOTHPASTE, 13, TARTAR, 10, .02
TOOTHPASTE, 13, MOUTHWASH, 13, .01
TOPIC, 16, HEADLINE, 13, .01
TORNADO, 13, KANSAS, 10, .01
TORNADO, 13, OZ, 11, .01
TORTURE, 13, VIETNAM, 13, .01
TOSS, 11, FRISBEE, 11, .01
TOWN, 10, CRIER, 9, .01
TOY, 19, POODLE, 19, .01
TOY, 19, TEDDY BEAR, 20, .01
TRACE, 20, FINGERPRINT, 12, .02
TRACE, 20, ABUNDANT, 15, .01
TRACE, 20, SCANT, 17, .01
TRADE, 22, DEFICIT, 12, .03
TRADITION, 19, OLD-FASHIONED, 8, .03
TRADITION, 19, CONTINUE, 13, .01
TRADITION, 19, LEGACY, 16, .01
TRADITION, 19, WAYS, 19, .01
TRAFFIC, 14, HASSLE, 13, .01
TRAFFIC, 14, SUCKS, 15, .01
TRAGEDY, 22, SHAKESPEARE, 12, .02
TRAILER, 14, MOBILE, 8, .03
TRAILER, 14, CAMPER, 10, .03
TRAIN, 19, CHOO-CHOO, 10, .03
TRAIN, 19, TROLLEY, 13, .02
TRAIN, 19, LOCOMOTIVE, 18, .01
TRAIT, 13, HEREDITARY, 5, .03
TRAIT, 13, DISTINGUISH, 9, .01
TRAIT, 13, STRAIT, 14, .01
TRANQUIL, 13, SEDATE, 9, .02
TRANQUIL, 13, SOLEMN, 14, .01
TRANSPLANT, 17, DONATE, 15, .01
TRANSPLANT, 17, TRANSPORT, 18, .01
TRANSPORTATION, 9, CONVEYANCE, 10, .01
TRAP, 18, CLAUSTROPHOBIC, 12, .01
TRAP, 18, SNARE, 17, .01
TRASH, 11, RUBBISH, 11, .01
TRAUMA, 27, DRAMATIC, 17, .01
TRAVEL, 25, ABROAD, 10, .03
TRAVEL, 25, SIGHTS, 15, .02
TRAY, 19, TV, 10, .02
TREASURE, 14, BURIED, 8, .02
TREASURE, 14, TROVE, 14, .02
TREAT, 19, GOODIES, 14, .02
TREAT, 19, WILLIAMS, 20, .01
TREATMENT, 23, CHEMOTHERAPY, 13, .02
TREATMENT, 23, DIAGNOSE, 19, .01
TREES, 19, SHRUBS, 12, .02
TREES, 19, BUSHES, 16, .01
TRENCH, 12, RUT, 13, .01
TREND, 10, SETTER, 5, .04
TREND, 10, BOP, 10, .01
TRIAL, 14, TRIBULATION, 15, .01
TRIANGLE, 14, BERMUDA, 7, .03
TRIANGLE, 14, DEVILS, 8, .03
TRIANGLE, 14, DELTA, 11, .01
TRIBUTE, 19, DEDICATION, 13, .02
TRIBUTE, 19, TO, 19, .01
TRICK, 15, HOOKER, 12, .01
TRICYCLE, 9, PRESCHOOL, 8, .01
TRIM, 13, SHORTEN, 12, .01
TRIM, 13, SNIP, 13, .01
TROPICAL, 23, RAIN FOREST, 6, .04
TROT, 8, CANTER, 7, .03
TRUCK, 17, SEMI, 10, .02
TRUCK, 17, MACK, 15, .01
TRUMPET, 16, CORNET, 14, .01
TRUST, 18, DISTRUST, 8, .03
TRUSTWORTHY, 16, DEPENDABLE, 9, .02
TRUSTWORTHY, 16, BOYSCOUT, 15, .01
TRUTH, 17, VERACITY, 18, .01
TRY, 16, HARDER, 13, .02
TUB, 12, BASIN, 8, .01
TUB, 12, BATHE, 9, .01
TUB, 12, LARD, 12, .01
TUBA, 17, SWIMMING, 17, .01
TUBE, 25, INNER, 8, .04
TUBE, 25, CIRCULAR, 14, .01
TUBE, 25, HOLLOW, 17, .01
TUBE, 25, TIED, 25, .01
TUG, 6, OF WAR, 3, .22
TULIP, 7, HOLLAND, 7, .01
TUMBLE, 13, SOMERSAULT, 8, .02
TUMOR, 17, BENIGN, 5, .03
TUMOR, 17, KINDERGARTEN COP, 16, .01
TUMOR, 17, MALIGNANT, 17, .01
TUNNEL, 18, HOLLOW, 13, .01
TUPPERWARE, 16, RUBBERMAID, 8, .04
TURKEY, 14, STUFFING, 11, .03
TURN, 21, ROTATE, 13, .02
TURTLE, 18, SNAPPING, 16, .01
TUXEDO, 11, BLACK TIE, 11, .01
TUXEDO, 11, RENTAL, 12, .01
TWIN, 15, BABIES, 10, .03
TWIN, 15, TRIPLETS, 13, .02
TWINE, 18, INTERTWINE, 6, .03
TWINE, 18, UNRAVEL, 7, .03
TWINE, 18, TANGLE, 10, .02
TWINE, 18, BRAID, 14, .01
TWIST, 17, CURL, 8, .03
TWIST, 17, OLIVER, 15, .01
TWO, 14, BITS, 10, .01
TWO, 14, DUO, 11, .01
TYLENOL, 11, PM, 11, .01
TYPE, 16, O, 11, .02
TYPE, 16, CAN'T, 12, .01
TYPE, 16, SORT, 14, .01
TYPE, 16, TYPO, 16, .01
TYPEWRITER, 17, WORD PROCESSOR, 8, .05
TYPHOON, 13, MONSOON, 13, .01
ULCER, 14, HEARTBURN, 12, .01
UMPIRE, 13, STRIKES BACK, 9, .03
UMPIRE, 13, STAR WARS, 14, .01
UNCOMFORTABLE, 19, ITCHY, 9, .02
UNCONSCIOUS, 16, UNKNOWING, 11, .02
UNDER, 11, COVERS, 6, .02
UNDER, 11, AUSTRALIA, 8, .01
UNDERGROUND, 15, DIGITAL, 10, .03
UNDERGROUND, 15, ABOVE GROUND, 13, .01
UNDERGROUND, 15, UNDERNEATH, 16, .01
UNDERSTAND, 12, MISUNDERSTAND, 6, .04
UNDERSTANDING, 21, MISUNDERSTANDING, 7, .03
UNDERSTANDING, 21, LISTENER, 17, .01
UNDERSTANDING, 21, THOUGHTFUL, 22, .01
UNEASY, 19, QUEASY, 7, .04
UNEASY, 19, RESTLESS, 13, .02
UNEMPLOYMENT, 16, FIRED, 11, .02
UNEMPLOYMENT, 16, STARVATION, 17, .01
UNEQUAL, 19, RACISM, 9, .02
UNEQUAL, 19, LOPSIDED, 16, .01
UNEQUAL, 19, UNBALANCED, 19, .01
UNFAIR, 16, INJUSTICE, 12, .02
UNFAIR, 16, UNREASONABLE, 17, .01
UNION, 26, CONFEDERACY, 5, .05
UNION, 26, PACIFIC, 12, .02
UNION, 26, SOVIET, 24, .01
UNIQUE, 15, ONLY, 13, .01
UNITE, 13, BROTHERHOOD, 11, .01
UNITE, 13, STATES, 14, .01
UNIVERSE, 10, COSMOS, 8, .02
UNIVERSE, 10, MILKY WAY, 11, .01
UNIVERSITY, 14, USF, 6, .04
UNPLEASANT, 21, DISTURBING, 17, .01
UNTRUTHFUL, 10, UNFAITHFUL, 8, .02
UPSTAIRS, 11, 2ND FLOOR, 10, .01
UPSTAIRS, 11, STAIRCASE, 11, .01
UPSTREAM, 15, UPRIVER, 16, .01
URANUS, 12, ANUS, 10, .01
URGE, 21, ENCOURAGE, 3, .08
URGE, 21, CRAVING, 12, .02
URGE, 21, COAX, 13, .01
URGE, 21, PURGE, 20, .01
URGE, 21, TEMPTATION, 22, .01
USA, 11, USSR, 7, .04
VACANCY, 13, AVAILABLE, 6, .05
VACANCY, 13, OCCUPANCY, 14, .02
VACUUM, 13, HOOVER, 10, .01
VACUUM, 13, HOUSEWORK, 12, .01
VAGRANT, 13, DERELICT, 11, .01
VAIN, 12, UNNECESSARY, 13, .01
VALENTINE, 11, FEBRUARY, 6, .05
VALLEY, 13, FORGE, 12, .02
VAN, 13, HIPPIE, 7, .02
VANILLA, 10, EXTRACT, 8, .02
VANITY, 18, ARROGANCE, 10, .02
VAPOR, 17, VICK'S, 7, .05
VAPOR, 17, EVAPORATE, 12, .02
VARY, 11, DIFFERENTIATE, 9, .01
VARY, 11, DIVERSE, 10, .01
VARY, 11, WAVER, 12, .01
VASE, 14, MING, 7, .02
VAST, 18, EXPANSE, 8, .03
VAST, 18, ENORMOUS, 16, .01
VAST, 18, EXTENSIVE, 17, .01
VEGETABLE, 14, UNHEALTHY, 9, .03
VEGETABLES, 21, GREENS, 17, .01
VEGETABLES, 21, VEGETARIAN, 21, .01
VEHICLE, 9, PORSCHE, 6, .02
VEHICLE, 9, BMW, 8, .01
VELOCITY, 12, DENSITY, 8, .01
VELVET, 13, VELOUR, 11, .02
VENT, 8, AIR CONDITIONING, 3, .12
VENUS, 15, FLY TRAP, 6, .02
VENUS, 15, APHRODITE, 8, .01
VENUS, 15, DE MILO, 10, .01
VENUS, 15, MONS, 13, .01
VERDICT, 17, PLEA, 12, .02
VERSE, 16, LYRIC, 8, .03
VERSE, 16, RECITE, 15, .01
VERSE, 16, VISE, 17, .01
VESSEL, 11, BARGE, 8, .01
VET, 8, VIETNAM, 6, .05
VICTIM, 20, HELPLESS, 16, .01
VICTIM, 20, HOMICIDE, 17, .01
VICTIM, 20, SURVIVOR, 21, .01
VICTOR, 12, VICTORIA, 6, .03
VIEW, 18, LOOKOUT, 17, .01
VIEW, 18, OUTLOOK, 19, .01
VILLAGE, 15, DISNEY, 13, .01
VILLAGE, 15, PEASANT, 16, .01
VILLAIN, 11, SCOUNDREL, 9, .02
VINEGAR, 12, DOUCHE, 12, .01
VIOLA, 15, STRINGS, 16, .01
VIOLATION, 21, PRIVACY, 19, .01
VIOLENT, 24, RADICAL, 22, .02
VIOLET, 7, FEM, 8, .01
VIRTUE, 22, CHASTE, 13, .01
VIRTUE, 22, ATTRIBUTE, 19, .01
VIRUS, 13, V.D., 14, .01
VISION, 12, WORKS, 10, .02
VISIT, 16, FELLOWSHIP, 13, .01
VISITOR, 13, RESIDENT, 14, .01
VOCABULARY, 15, SPELLING, 5, .04
VOCABULARY, 15, EXTENSIVE, 8, .02
VOCABULARY, 15, LIMITED, 12, .01
VOCABULARY, 15, LINGO, 13, .01
VOICE, 16, HEARD, 13, .01
VOICE, 16, VOCAL, 16, .01
VOLCANO, 10, JOE, 11, .01
VOLT, 14, VOLTAGE, 8, .03
VOTE, 21, EIGHTEEN, 8, .03
VOTE, 21, TALLY, 11, .03
VOTE, 21, POLL, 20, .01
VOYAGE, 11, BON VOYAGE, 8, .03
VULNERABLE, 23, INVINCIBLE, 13, .02
VULNERABLE, 23, HELPLESS, 17, .01
VULNERABLE, 23, SHAKY, 20, .01
VULNERABLE, 23, SUSCEPTIBLE, 21, .01
WAFFLES, 13, BELGIAN, 7, .02
WAFFLES, 13, BAGELS, 10, .01
WAFFLES, 13, EGGO, 11, .01
WAFFLES, 13, SQUARES, 13, .01
WAGE, 10, HOURLY, 8, .02
WAITER, 12, BUSBOY, 7, .01
WAITRESS, 14, TABLES, 12, .01
WAKE, 18, GET UP, 16, .01
WALKWAY, 17, RUNWAY, 5, .03
WALL, 23, PARTITION, 13, .02
WALL, 23, POSTER, 20, .01
WALLET, 10, BILLFOLD, 5, .03
WALNUT, 15, CHESTNUT, 9, .02
WALRUS, 16, BEATLES, 9, .03
WALRUS, 16, OYSTERS, 15, .01
WAR, 19, IRAN, 11, .01
WAR, 19, VIETNAM, 13, .01
WAREHOUSE, 12, FORKLIFT, 11, .01
WARN, 24, HEED, 10, .02
WARN, 24, THREATEN, 11, .02
WARN, 24, ADMONISH, 12, .01
WARN, 24, FORETELL, 18, .01
WARNING, 22, HEED, 16, .01
WARNING, 22, SURGEON GENERAL, 22, .01
WARRIOR, 13, SAMURAI, 13, .01
WART, 22, BLEMISH, 11, .03
WART, 22, COMPOUND W, 17, .01
WARY, 17, APPREHENSIVE, 8, .02
WARY, 17, LEERY, 9, .02
WARY, 17, SUSPICIOUS, 17, .01
WASHCLOTH, 14, FACECLOTH, 10, .02
WASP, 10, STINGER, 11, .01
WASTE, 19, TOXIC, 11, .02
WASTE, 19, HASTE, 13, .02
WASTE, 19, SEWER, 18, .01
WASTED, 21, THROWN, 13, .02
WASTED, 21, SMASHED, 20, .01
WATT, 10, KILOWATT, 10, .02
WATT, 10, SIXTY, 11, .01
WAVE, 13, WAVELENGTH, 9, .03
WAVE, 13, SURFER, 13, .01
WAVE, 13, TIDAL, 14, .01
WAX, 13, SURFBOARD, 9, .03
WAY, 14, ROUTE, 12, .01
WEAKNESS, 23, DEFICIENT, 19, .01
WEAKNESS, 23, PATHETIC, 22, .01
WEARY, 11, DREARY, 5, .02
WEAVE, 18, LOOM, 8, .03
WEAVE, 18, INTERTWINE, 12, .01
WEAVE, 18, SWERVE, 17, .01
WEB, 4, CHARLOTTE'S, 4, .02
WED, 11, THURSDAY, 5, .03
WEED, 14, CRABGRASS, 11, .02
WEEK, 13, SATURDAY, 7, .03
WEEK, 13, CALENDER, 10, .01
WEIGHT, 14, OBESE, 14, .01
WEIRD, 15, AL, 6, .04
WEIRD, 15, PSYCHO, 13, .02
WELFARE, 18, RECIPIENT, 18, .01
WET, 11, SOGGY, 12, .01
WHALE, 17, MOBY, 15, .02
WHALE, 17, ORKA, 17, .02
WHAT, 10, IS, 9, .02
WHAT, 10, HUH, 10, .01
WHEAT, 17, THINS, 12, .03
WHEAT, 17, CHEX, 13, .02
WHEEL, 14, SPOKE, 9, .02
WHEEL, 14, AXLE, 11, .01
WHEN, 9, LATER, 10, .01
WHERE, 12, ABOUTS, 9, .01
WHERE, 12, ANYWHERE, 10, .01
WHERE, 12, TO, 12, .01
WHISKEY, 15, JACK DANIELS, 15, .02
WHISPER, 16, HUSH, 15, .01
WHISTLE, 16, PUCKER, 11, .02
WHISTLE, 16, BLOWER, 12, .02
WHO, 11, KNOWS, 10, .01
WICKED, 11, STEPMOTHER, 10, .01
WICKER, 9, BAMBOO, 6, .03
WICKER, 9, RATTAN, 8, .03
WIDOW, 13, WIDOWER, 10, .03
WIDTH, 10, BREADTH, 9, .01
WIGWAM, 10, TEEPEE, 3, .13
WIGWAM, 10, WIG, 10, .01
WIGWAM, 10, ZIGZAG, 11, .01
WILDERNESS, 12, WILDLIFE, 13, .01
WIN, 7, CHEERS, 7, .01
WIND, 19, CHICAGO, 13, .01
WINE, 22, CHABLIS, 15, .01
WINE, 22, SANGRIA, 20, .01
WINE, 22, VINO, 23, .01
WIPE, 22, WIPER, 23, .01
WIRE, 20, BARBED, 7, .03
WISDOM, 16, OMNISCIENT, 17, .01
WISE, 10, OLDMAN, 11, .01
WIT, 12, SARCASTIC, 8, .02
WIT, 12, SPUNK, 9, .02
WIT, 12, NIT, 11, .01
WIT, 12, WITTY, 13, .01
WITHDRAWN, 22, RECLUSE, 14, .02
WITHDRAWN, 22, DROPPED, 16, .01
WITHDRAWN, 22, INWARD, 20, .01
WITNESS, 22, DEFENDANT, 11, .03
WITNESS, 22, SEER, 13, .03
WITNESS, 22, TESTIMONY, 15, .03
WITNESS, 22, ACCOMPLICE, 18, .01
WITNESS, 22, PROSECUTOR, 20, .01
WOLF, 20, HOWL, 7, .02
WOLF, 20, TEEN, 11, .02
WOLF, 20, VICIOUS, 20, .01
WONDERFUL, 17, DELIGHTFUL, 12, .01
WORD, 20, PROCESSOR, 14, .02
WORD, 20, THE, 18, .01
WORKER, 23, BLUE-COLLAR, 6, .05
WORKER, 23, LABORER, 19, .01
WORKER, 23, PEON, 21, .01
WORKOUT, 13, JANE FONDA, 11, .02
WORM, 23, SQUIGGLY, 23, .01
WORN, 13, RAGGED, 14, .01
WORRY, 24, FRET, 11, .03
WORRY, 24, CAREFREE, 18, .01
WORRY, 24, DON'T, 19, .01
WORRY, 24, SCORN, 23, .01
WORSHIP, 14, DEFILE, 13, .01
WORTH, 13, WHILE, 10, .02
WRINKLE, 15, CRINKLE, 9, .02
WRINKLE, 15, CRUMBLE, 12, .01
WRINKLE, 15, RETIN-A, 13, .01
WRINKLE, 15, BLEMISH, 15, .01
WRITER, 19, COMPOSER, 11, .01
WRITER, 19, SCRIPT, 13, .01
WRITER, 19, JOURNALIST, 15, .01
WRITER, 19, REPORTER, 18, .01
WRITING, 21, SCRIPT, 19, .01
YACHT, 11, SAILBOAT, 10, .02
YARN, 17, AFGHAN, 11, .02
YEAR, 12, 1978, 5, .09
YELLOW, 20, PAGES, 9, .05
YESTERDAY, 9, BEATLES, 6, .03
YO-YO, 13, UP&DOWN, 8, .02
YO-YO, 13, DUNCAN, 9, .01
YO-YO, 13, RAPPER, 12, .01
YOGURT, 17, LOW FAT, 7, .04
YOKE, 5, HARNESS, 5, .01
YOU, 9, MYSELF, 5, .02
YOU, 9, YOURSELF, 10, .01
YOUNG, 9, RESTLESS, 4, .04
YUCK, 15, ICKY, 13, .01
ZENITH, 7, SONY, 7, .02
