TARGET, BSSQ, BSGQ, ESSQ*, ESGQ, BFQ, BFSS, BFSG, EFQ, EFSS, EFSG, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC, TUI
OVEN, ¥, ¥, ¥, ¥, , ¥, ¥, -VEN, 2, .48, 9, 7, 5.45, , N, 1.78, .56, .082, 1, 1.00
OVER, ¥, ¥, ¥, ¥, OV--, 4, .30, , ¥, ¥, 11, 1236, 2.80, , PP, .64, .46, .268, 1, 1.00
OWE, ¥, ¥, 35, 0.00, OW-, 3, .15, , ¥, ¥, 9, 10, 2.92, , N, 2.62, .50, .080, 1, .89
OWL, ¥, ¥, 14, .03, O--, 10, .08, , ¥, ¥, 9, 2, 6.09, , N, .62, .25, .087, 1, .89
OWN, ¥, ¥, 26, .03, OW-, 3, .05, , ¥, ¥, 16, 772, 3.05, , AJ, 1.94, .50, .082, 1, 1.00
PACK, 18, .19, 25, .07, PA--, 18, .06, -ACK, 8, .12, 23, 25, 4.98, N, N, 1.73, .14, .006, 1, .96
PACKAGE, 18, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 19, 20, 5.90, , N, 1.72, .22, .015, 1, .95
PAD, 18, .01, 15, .10, , ¥, ¥, -AD, 8, .05, 13, 8, 5.85, , N, 1.62, .15, .002, 1, 1.00
PADDLE*, 18, 0.00, 4, .29, , ¥, ¥, , ¥, ¥, 14, 1, 5.98, , N, 2.08, .33, .019, 1, .86
PADDY, ¥, ¥, 5, .03, , ¥, ¥, , ¥, ¥, 17, 1, ¥, , N, .69, .08, .001, 1, .76
PAGE, ¥, ¥, 9, .33, PA--, 19, .02, -AGE, 5, .27, 10, 66, 5.85, N, N, 1.20, .20, .018, 1, 1.00
PAIL, ¥, ¥, 28, .10, PA--, 19, .07, -AIL, 11, .19, 7, 4, 5.27, , N, .86, .29, .116, 1, 1.00
PAIN, ¥, ¥, 38, .40, PA--, 19, .37, --IN, 12, .12, 13, 88, 4.22, , N, .92, .50, .340, 1, .92
PAINT, ¥, ¥, 6, .57, PA---, 8, .06, -AINT, 4, .48, 16, 37, 5.73, , N, 1.62, .56, .029, 1, 1.00
PAIR, ¥, ¥, 25, .07, PA--, 19, .04, -AIR, 4, .07, 9, 50, 3.73, , N, 1.22, .22, .019, 1, 1.00
PAL, 18, .03, ¥, ¥, P--, 16, .01, , ¥, ¥, 4, 2, 5.43, , N, 1.00, .50, .093, 1, 1.00
PALE, ¥, ¥, 28, .21, PA--, 19, .09, , ¥, ¥, 12, 58, ¥, , AJ, 1.45, .18, .005, 1, .92
PALM, ¥, ¥, ¥, ¥, PA--, 19, .02, , ¥, ¥, 8, 22, 5.85, P, N, .25, .13, .001, 1, 1.00
PAN, 18, .02, 14, .18, , ¥, ¥, -AN, 9, .30, 13, 16, 5.74, , N, 1.58, .33, .123, 1, .92
PANE, ¥, ¥, 38, .03, PA--, 19, .02, , ¥, ¥, 3, 3, 4.95, , N, .67, .33, .149, 1, 1.00
PANEL*, ¥, ¥, 3, .39, , ¥, ¥, ---EL, 17, .01, 17, 31, ¥, N, N, ¥, ¥, ¥, 0, .71
PANIC, ¥, ¥, ¥, ¥, PA---, 8, .02, , ¥, ¥, 22, 22, 2.18, , N, 2.53, .11, .002, 1, .86
PANTS, ¥, ¥, 10, .71, , ¥, ¥, -ANTS, 8, .14, 22, 9, 6.15, , N, 2.86, .52, .145, 1, .95
PAPER*, ¥, ¥, ¥, ¥, , ¥, ¥, --PER, 4, .36, 15, 157, 5.96, , N, 1.07, .64, .058, 1, .93
PARDON*, ¥, ¥, 3, .22, , ¥, ¥, , ¥, ¥, 11, 8, 2.98, , V, .80, .20, .031, 1, .91
PARENT, ¥, ¥, ¥, ¥, , ¥, ¥, --RE--, 23, .03, 10, 15, 6.18, , N, 2.10, .70, .056, 1, 1.00
PARK, ¥, ¥, 12, .15, PA--, 19, .02, -ARK, 7, .03, 21, 94, 5.45, P, N, .95, .35, .032, 1, .95
PARKING, ¥, ¥, 25, 0.00, , ¥, ¥, ---KING, 24, .05, 12, 31, ¥, , V, 1.18, .36, .007, 1, .92
PART, ¥, ¥, 12, .15, PA--, 19, .03, , ¥, ¥, 17, 500, 3.05, G, N, 2.07, .47, .097, 1, .88
PARTY, ¥, ¥, ¥, ¥, PA---, 8, .10, -ARTY, 2, .86, 22, 216, 5.50, T, N, 1.29, .33, .029, 1, .95
PASS, 18, .17, 16, .18, PA--, 19, .02, , ¥, ¥, 20, 89, 2.81, N, V, 1.00, .11, .055, 1, .95
PASSAGE, 18, 0.00, 5, 0.00, , ¥, ¥, ----AGE, 25, .04, 25, 49, ¥, T, N, 1.68, .14, .007, 1, .88
PASSENGER, 18, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 10, 14, 6.08, , N, 2.10, .10, .016, 1, 1.00
PASSION*, 18, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 12, 28, 1.66, , N, 1.00, .20, .009, 1, .83
PASSIVE, 18, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 11, ¥, , AJ, ¥, ¥, ¥, 0, .69
PAST, 18, .10, 9, .19, PA--, 19, .04, -AST, 6, .05, 10, 281, 2.86, , AJ, .90, .50, .159, 1, 1.00
PASTE, ¥, ¥, 21, .10, , ¥, ¥, -ASTE, 5, .21, 4, 10, 5.90, , N, .50, .75, .048, 1, 1.00
PAT, 18, .08, 15, .10, P--, 16, .06, -AT, 9, .06, 19, 35, 3.80, N, V, 1.37, 0.00, 0.000, 1, 1.00
PATCH, ¥, ¥, 10, .04, PA---, 8, .20, -ATCH, 7, .09, 21, 13, ¥, , N, .63, .26, .010, 1, .90
PATH, 18, .22, 6, .04, PA--, 19, .06, -ATH, 4, .24, 12, 44, 4.93, , N, 1.75, .25, .060, 1, 1.00
PATTERN, 18, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 23, 113, ¥, , N, 1.57, .10, .001, 1, .91
PAUSE, 15, .07, ¥, ¥, PA---, 8, .01, , ¥, ¥, 14, 21, 2.96, , V, 1.29, .14, .007, 1, 1.00
PAW, 15, .35, ¥, ¥, , ¥, ¥, -AW, 5, .15, 13, 3, ¥, , N, 2.62, .15, .003, 1, 1.00
PAWN, 15, .13, 10, .05, , ¥, ¥, -AWN, 5, .08, 11, 2, 4.73, T, N, 1.30, 0.00, 0.000, 1, .91
PAY, ¥, ¥, 26, .08, , ¥, ¥, --Y, 24, .01, 13, 172, 4.65, , V, 2.62, .39, .008, 1, 1.00
PEACE, ¥, ¥, 11, .14, PEA--, 3, .13, , ¥, ¥, 19, 198, 2.98, , N, .67, .33, .123, 1, .79
PEACH, ¥, ¥, 13, .41, PEA--, 3, .35, , ¥, ¥, 10, 3, 6.05, , N, 2.22, .56, .023, 1, .90
PEAK, ¥, ¥, 20, .04, PE--, 14, .08, , ¥, ¥, 12, 16, 4.75, , N, 1.64, .36, .018, 1, .92
PEANUT, ¥, ¥, 15, 0.00, , ¥, ¥, , ¥, ¥, 15, 6, ¥, , N, .55, .46, .011, 1, .73
PEAR, ¥, ¥, 25, .02, PE--, 14, .14, -EAR, 9, .06, 9, 6, 6.30, , N, 1.89, .33, .018, 1, 1.00
PEARL, ¥, ¥, 11, .49, PEA--, 3, .16, -EARL, 1, .99, 14, 9, 5.85, , N, 1.85, .31, .033, 1, .93
PEAS, ¥, ¥, 21, .05, PE--, 14, .06, , ¥, ¥, 13, 24, ¥, , N, ¥, ¥, ¥, 0, .92
PEDAL, 16, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 4, 5.95, , N, 1.09, .18, .026, 1, 1.00
PEEL, ¥, ¥, 17, .08, PE--, 14, .19, -EEL, 5, .19, 10, 3, 4.28, , N, 2.11, .11, .010, 1, .90
PEER, ¥, ¥, 22, .06, PE--, 14, .06, -EER, 5, .12, 12, 8, 5.43, N, N, .67, .08, .004, 1, 1.00
PELT, ¥, ¥, 7, .09, PE--, 14, .02, -ELT, 5, .02, 14, 9, 6.20, W, V, .67, 0.00, 0.000, 1, .86
PEN, 16, .02, 12, .15, , ¥, ¥, , ¥, ¥, 4, 18, 5.59, N, N, 2.00, 1.00, .429, 1, 1.00
PENCIL*, ¥, ¥, 4, .86, , ¥, ¥, , ¥, ¥, 9, 34, 7.00, , N, .75, .75, .357, 1, .89
PENNY, ¥, ¥, ¥, ¥, , ¥, ¥, --N-Y, 17, .06, 12, 25, 5.92, , N, 2.50, .60, .034, 1, .83
PEPPER, 16, .02, ¥, ¥, , ¥, ¥, ---PER, 13, .14, 6, 13, 5.61, , N, 1.17, .67, .493, 1, 1.00
PEPPERONI, ¥, ¥, 14, .01, , ¥, ¥, , ¥, ¥, 5, 1, ¥, , N, .60, .40, .081, 1, 1.00
PERCEIVE, ¥, ¥, 15, 0.00, , ¥, ¥, , ¥, ¥, 15, 13, ¥, , V, 2.00, .13, .002, 1, 1.00
PERCH, ¥, ¥, 6, .20, , ¥, ¥, , ¥, ¥, 8, 1, 5.09, N, N, .88, .13, .001, 1, 1.00
PERMIT, ¥, ¥, 2, 0.00, , ¥, ¥, , ¥, ¥, 15, 77, 4.00, W, V, 2.40, .33, .062, 1, 1.00
PEST, 16, .06, 20, .11, PE--, 13, .03, -EST, 8, .04, 15, 4, 3.62, , N, 2.77, .62, .012, 1, .87
PET, 16, .64, 19, .09, P--, 16, .03, -ET, 10, .10, 11, 8, 5.32, N, N, 1.33, .22, .001, 1, .82
PETALS, 16, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 3, 4, 5.74, , N, 1.00, .67, .069, 1, 1.00
PETROLEUM, 16, 0.00, 18, 0.00, , ¥, ¥, , ¥, ¥, 7, 1, ¥, , N, 1.50, .33, .013, 1, .86
PETS, ¥, ¥, ¥, ¥, PE--, 14, .08, , ¥, ¥, 5, 6, ¥, , N, .80, .20, .015, 1, 1.00
PHASE, 15, .02, 20, .08, , ¥, ¥, , ¥, ¥, 22, 72, 3.56, , N, 1.10, 0.00, 0.000, 1, .95
PHONE, 9, .13, 26, .11, PHO--, 3, .62, --ONE, 9, .10, 10, 54, 6.02, , N, .80, .70, .135, 1, 1.00
PHONY*, 9, .01, 14, .21, PHO--, 3, .03, , ¥, ¥, 14, 12, ¥, , AJ, 1.64, .09, .029, 1, .79
PHOTO, 9, .07, ¥, ¥, PHO--, 3, .27, , ¥, ¥, 15, 5, 5.88, , N, ¥, ¥, ¥, 0, .80
PHYSICAL, 12, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 17, 138, ¥, , AJ, 1.21, .29, .023, 1, .82
PHYSICS, 12, 0.00, 16, 0.00, , ¥, ¥, , ¥, ¥, 11, 22, 4.02, , N, 2.09, .09, .009, 1, 1.00
PICK, 15, .16, 21, .07, PI--, 11, .22, -ICK, 6, .07, 13, 55, 4.98, W, V, .50, .25, .141, 1, .92
PICKET, 15, 0.00, ¥, ¥, , ¥, ¥, ---KET, 11, .01, 11, 9, 4.46, T, N, ¥, ¥, ¥, 0, .73
PICKLES, 15, .03, ¥, ¥, , ¥, ¥, , ¥, ¥, 14, 1, 5.93, , N, .83, .25, .028, 1, .86
PICNIC, 15, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 15, 5.40, , N, .73, .27, .014, 1, .85
PICTURE, 15, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 162, 6.75, , N, 1.50, .90, .354, 1, .91
PIE, ¥, ¥, 25, .08, PI-, 4, .62, -IE, 5, .68, 21, 14, 6.09, , N, 2.10, .55, .082, 1, .95
PIECE, ¥, ¥, 11, .03, , ¥, ¥, , ¥, ¥, 13, 129, 3.75, , N, 1.00, .46, .071, 1, 1.00
PIER, ¥, ¥, 22, .01, PI--, 11, .01, , ¥, ¥, 11, 3, 5.76, , N, 2.00, .09, .009, 1, 1.00
PIG, 15, .17, 11, .20, PI-, 4, .12, -IG, 7, .29, 22, 8, 6.92, , N, 1.80, .55, .238, 1, .91
PIKE, ¥, ¥, 11, .08, PI--, 11, .25, -IKE, 6, .08, 11, 41, 4.29, , N, .60, .10, .003, 1, .91
PILE, ¥, ¥, 15, .12, PI--, 11, .04, , ¥, ¥, 20, 25, 5.00, , N, ¥, ¥, ¥, 0, .75
PILL, 15, .01, 15, .27, PI--, 11, .12, -ILL, 11, .28, 14, 15, 5.88, , N, ¥, ¥, ¥, 0, .79
PILLOW, ¥, ¥, ¥, ¥, , ¥, ¥, --LLOW, 8, .16, 14, 8, 6.12, , N, .93, .57, .022, 1, 1.00
PIMPLE*, ¥, ¥, 3, .33, , ¥, ¥, -IMPLE, 3, .12, 13, 0, 5.75, , N, ¥, ¥, ¥, 0, .69
PIN, 15, .04, 18, .16, PI-, 11, .04, -IN, 7, .27, 15, 16, 5.81, , N, 1.14, .57, .076, 1, .93
PINCH, 15, 0.00, 9, .55, , ¥, ¥, --NCH, 12, .30, 22, 6, ¥, T, V, 1.53, .16, .002, 1, .86
PINE, ¥, ¥, 21, .04, PI--, 11, .12, -INE, 8, .10, 7, 14, 5.88, G, N, .86, .14, .009, 1, 1.00
PINK, ¥, ¥, 18, .17, PI--, 11, .06, -INK, 8, .48, 23, 48, 4.08, , N, 2.20, .25, .012, 1, .87
PINT, ¥, ¥, ¥, ¥, PI--, 11, .03, , ¥, ¥, 14, 13, 4.79, , N, 1.69, .15, .066, 1, .93
PIPE, ¥, ¥, 11, .28, PI--, 11, .07, -IPE, 3, .24, 15, 20, 6.90, T, N, .86, .43, .011, 1, .93
PIT, 15, .31, 13, .09, PI-, 4, .22, -IT, 10, .20, 20, 14, 5.33, W, N, .37, .32, .011, 1, .95
PITCH, 15, 0.00, 13, .14, , ¥, ¥, , ¥, ¥, 10, 22, ¥, N, N, 2.20, .20, .006, 1, 1.00
PITCHER*, ¥, ¥, 9, .77, , ¥, ¥, , ¥, ¥, 12, 21, ¥, N, N, 2.00, .08, .019, 1, 1.00
PITY*, 15, .03, 9, .21, PI--, 11, .04, -ITY, 3, .33, 14, 14, 3.30, , N, 1.15, .23, .008, 1, .93
PLACE, ¥, ¥, 14, .10, PLA--, 8, .26, --ACE, 5, .35, 22, 571, 3.98, , N, 1.33, .39, .054, 1, .82
PLAID, 14, .14, 15, .01, PLA--, 8, .05, , ¥, ¥, 22, 1, 4.55, , N, 2.39, .22, .009, 1, .82
PLAIN, ¥, ¥, 38, .02, PLA--, 8, .02, --AIN, 10, .12, 20, 48, 5.28, N, AJ, .80, .33, .032, 1, .75
PLAN, 14, .06, 14, .01, , ¥, ¥, , ¥, ¥, 28, 205, 3.53, , N, 1.46, .36, .065, 1, 1.00
PLANE, ¥, ¥, 38, .01, PLA--, 8, .17, , ¥, ¥, 12, 114, 5.31, N, N, 1.75, .58, .057, 1, 1.00
PLANET, ¥, ¥, ¥, ¥, PLA---, 13, 9.00, , ¥, ¥, 9, 21, 5.64, , N, 3.56, .78, .119, 1, 1.00
PLANT, 14, .05, 11, .11, PLA--, 8, .09, --ANT, 5, .25, 14, 125, 5.98, T, N, 1.86, .57, .041, 1, 1.00
PLANTS, ¥, ¥, 10, .02, PLA---, 13, .13, --ANTS, 4, .54, 10, 2, 5.98, , N, .89, .22, .003, 1, .90
PLAQUE, 14, .29, ¥, ¥, PLA---, 13, .22, , ¥, ¥, 13, 2, 5.56, , N, 1.25, .08, .003, 1, .92
PLASMA, 14, .03, ¥, ¥, , ¥, ¥, , ¥, ¥, 4, 13, 5.08, , N, .75, .25, .042, 1, 1.00
PLASTER, 14, .04, ¥, ¥, , ¥, ¥, , ¥, ¥, 20, 23, ¥, , N, 1.72, .17, .002, 1, .90
PLASTIC, 14, .12, 21, 0.00, , ¥, ¥, , ¥, ¥, 23, 31, ¥, , AJ, 1.37, .32, .016, 1, .83
PLATE, ¥, ¥, 25, .04, PLA--, 8, .18, --ATE, 8, .29, 12, 22, 5.74, , N, 3.42, .42, .079, 1, 1.00
PLATES, ¥, ¥, ¥, ¥, PLA---, 13, .03, , ¥, ¥, 16, 23, ¥, , N, ¥, ¥, ¥, 0, .69
PLAY, ¥, ¥, 26, .05, , ¥, ¥, , ¥, ¥, 21, 200, 4.22, P, V, 1.30, .45, .045, 1, .95
PLAYER, ¥, ¥, ¥, ¥, PLA---, 13, .05, , ¥, ¥, 20, 51, ¥, , N, 3.67, .50, .015, 1, .90
PLAZA, 14, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 2, ¥, , N, 1.15, 0.00, 0.000, 1, 1.00
PLEAD, ¥, ¥, 26, .01, , ¥, ¥, , ¥, ¥, 9, 5, 3.08, , V, 1.44, .11, .123, 1, 1.00
PLEASE, ¥, ¥, 21, .27, , ¥, ¥, , ¥, ¥, 19, 62, 2.08, , V, 1.41, .24, .002, 1, .89
PLEDGE, ¥, ¥, 9, .03, , ¥, ¥, , ¥, ¥, 16, 3, 2.93, , N, 1.00, .25, .101, 1, 1.00
PLOW, ¥, ¥, 11, .01, , ¥, ¥, --OW, 12, .16, 17, 12, 5.69, , V, 2.12, .18, .003, 1, 1.00
PLUCK, ¥, ¥, 12, .01, , ¥, ¥, , ¥, ¥, 13, 2, ¥, , V, 1.08, .15, .013, 1, 1.00
PLUG, ¥, ¥, 16, .04, , ¥, ¥, --UG, 7, .29, 25, 23, 6.00, G, N, 1.30, .30, .058, 1, .92
PLUM, ¥, ¥, 18, 0.00, , ¥, ¥, --UM, 6, .22, 13, 1, 6.18, , N, 2.33, .33, .008, 1, .92
PLUS, ¥, ¥, 11, .01, , ¥, ¥, , ¥, ¥, 4, 52, 2.18, , PP, 1.75, .50, .370, 1, 1.00
PLUSH, ¥, ¥, 11, .08, , ¥, ¥, --USH, 7, .11, 23, 3, ¥, , AJ, 1.89, .06, .002, 1, .78
POACH, ¥, ¥, 6, .12, , ¥, ¥, -OACH, 3, .01, 8, 1, ¥, N, V, .57, 0.00, 0.000, 1, .88
POCKET, 15, .02, ¥, ¥, , ¥, ¥, ---KET, 11, .05, 18, 46, 5.59, , N, 1.44, .17, .002, 1, 1.00
POEM, 12, .11, ¥, ¥, , ¥, ¥, --EM, 6, .05, 28, 48, ¥, , N, 3.39, .30, .049, 1, .82
POET, 12, .07, ¥, ¥, PO--, 18, .01, --ET, 8, .09, 17, 99, 6.35, , N, 2.38, .25, .017, 1, .94
POETRY, 12, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 21, 88, ¥, , N, 3.17, .22, .012, 1, .86
POINT, ¥, ¥, 5, .70, , ¥, ¥, , ¥, ¥, 24, 395, 4.54, T, N, 1.70, .52, .072, 1, .96
POISE, ¥, ¥, ¥, ¥, , ¥, ¥, --ISE, 8, .01, 21, 6, 3.23, , V, ¥, ¥, ¥, 0, .71
POKER, 12, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 10, 6, 4.92, N, N, .67, .33, .030, 1, .90
POLE, 12, .19, 19, .06, PO--, 18, .09, -OLE, 6, .13, 14, 18, 5.59, T, N, .50, .43, .065, 1, 1.00
POLICE, ¥, ¥, ¥, ¥, PO---E, 4, .16, , ¥, ¥, 19, 155, 6.69, , N, .89, .72, .155, 1, .95
POLISH, 15, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 12, 19, 4.18, , V, .50, .33, .015, 1, 1.00
POLITE, ¥, ¥, 19, .01, PO---E, 4, .08, , ¥, ¥, 9, 7, 3.30, , AJ, 2.57, .29, .014, 1, .78
POLITICIAN, 15, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 17, 13, ¥, , N, 2.20, .20, .012, 1, .88
POLITICS, 15, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 69, 2.59, , N, ¥, ¥, ¥, 0, .77
POND, ¥, ¥, 15, .30, PO--, 18, .02, , ¥, ¥, 8, 25, 6.14, , N, 1.88, .63, .062, 1, 1.00
PONDER*, 15, .01, 5, .29, , ¥, ¥, , ¥, ¥, 5, 1, 2.78, , V, 1.80, .40, .025, 1, 1.00
PONY*, ¥, ¥, 14, .24, PO--, 18, .01, , ¥, ¥, 5, 10, 6.51, , N, .80, .60, .086, 1, 1.00
POOL, ¥, ¥, 10, .13, PO--, 18, .09, -OOL, 6, .26, 13, 111, 6.29, N, N, 1.00, .23, .049, 1, 1.00
POOR, ¥, ¥, 28, .08, PO--, 18, .16, , ¥, ¥, 11, 113, 3.00, , AJ, .73, .27, .354, 1, 1.00
POP, 15, .02, 15, .02, P--, 16, .05, -OP, 6, .14, 15, 8, 3.85, , V, 1.79, .36, .203, 1, .93
POPCORN, 15, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 10, 0, 6.60, , N, .89, .22, .030, 1, .90
POPE, 12, .11, 11, 0.00, PO--, 18, .06, -OPE, 6, .07, 17, 40, 5.72, , N, ¥, ¥, ¥, 0, .71
POPULAR, 15, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 22, 98, ¥, , AJ, 1.45, .15, .005, 1, .91
PORK, ¥, ¥, 9, .12, PO--, 18, .02, -ORK, 5, .25, 10, 10, 5.81, , N, 2.33, .78, .080, 1, .90
PORT, ¥, ¥, 19, .16, PO--, 18, .02, -ORT, 4, .16, 20, 21, 4.89, N, N, 2.00, .19, .004, 1, .80
POST, ¥, ¥, 8, .03, , ¥, ¥, , ¥, ¥, 14, 84, 5.27, , N, .77, .08, .001, 1, .93
POSTAGE, ¥, ¥, ¥, ¥, , ¥, ¥, ----AGE, 25, .03, 6, 0, ¥, , N, .67, .33, .022, 1, .50
POT, 15, .01, 8, .01, P--, 16, .11, -OT, 9, .19, 15, 33, 5.30, N, N, 1.47, .73, .133, 1, 1.00
POTATO*, ¥, ¥, 4, .12, , ¥, ¥, , ¥, ¥, 23, 15, 7.00, , N, 1.71, .48, .098, 1, .91
POUCH, ¥, ¥, ¥, ¥, , ¥, ¥, -OUCH, 3, .01, 11, 2, 6.50, , N, 1.18, .18, .045, 1, 1.00
POUNCE, ¥, ¥, 6, .51, PO---E, 4, .03, , ¥, ¥, 14, 0, ¥, , V, .55, .09, .001, 1, .79
POUND, 5, .02, 9, .58, , ¥, ¥, -OUND, 7, .30, 14, 28, 4.70, N, N, 1.00, .29, .076, 1, 1.00
POUR, ¥, ¥, 28, .06, PO--, 18, .04, -OU-, 11, .04, 18, 9, 3.47, , V, 2.35, .24, .009, 1, .94
POVERTY, 15, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 20, 3.17, , N, 1.56, .56, .014, 1, .82
POWDER, 5, .06, ¥, ¥, , ¥, ¥, , ¥, ¥, 17, 33, 4.95, , N, .94, .25, .005, 1, .94
POWER, 5, .68, 12, .17, , ¥, ¥, , ¥, ¥, 22, 342, 3.32, G, N, 1.32, .41, .026, 1, 1.00
POWERFUL, 5, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 10, 63, 3.00, , AJ, 2.33, 0.00, 0.000, 1, .90
PRAIRIE*, ¥, ¥, 8, 0.00, , ¥, ¥, , ¥, ¥, 14, 21, 6.80, , N, 1.43, .07, .002, 1, 1.00
PRAISE, ¥, ¥, 20, 0.00, , ¥, ¥, , ¥, ¥, 21, 17, 3.50, , N, 1.85, .30, .010, 1, .95
PRANK, ¥, ¥, 21, .02, , ¥, ¥, --ANK, 12, .02, 17, 1, 3.24, , N, 1.50, .25, .007, 1, .94
PRAY, ¥, ¥, 26, 0.00, , ¥, ¥, , ¥, ¥, 15, 12, 3.63, , V, 1.36, .29, .017, 1, .93
PREACHER*, 30, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 19, 11, ¥, , N, ¥, ¥, ¥, 0, .74
PRECISE, 30, 0.00, 15, 0.00, , ¥, ¥, , ¥, ¥, 8, 33, ¥, , AJ, 1.25, .25, .221, 1, 1.00
PREDICT, 30, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 18, 8, 2.70, , V, ¥, ¥, ¥, 0, .61
PREJUDICE, ¥, ¥, 9, 0.00, , ¥, ¥, , ¥, ¥, 14, 11, 3.24, , N, ¥, ¥, ¥, 0, .57
PREPARE, 30, .04, 25, 0.00, , ¥, ¥, , ¥, ¥, 15, 35, ¥, , V, .77, .31, .004, 1, .87
PRESS, ¥, ¥, 20, .02, , ¥, ¥, , ¥, ¥, 17, 127, ¥, P, V, ¥, ¥, ¥, 0, .94
PRETEND, 30, 0.00, 17, .01, , ¥, ¥, , ¥, ¥, 13, 8, 2.68, , V, ¥, ¥, ¥, 0, .92
PREVIEW, 30, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 19, 1, 3.42, , V, 1.61, .11, .006, 1, .95
PRICE, ¥, ¥, 15, .02, PRI--, 8, .24, , ¥, ¥, 12, 108, 3.76, , N, 2.17, .33, .044, 1, 1.00
PRICK, ¥, ¥, 21, 0.00, PRI--, 8, .08, --ICK, 9, .04, 19, 2, ¥, , V, ¥, ¥, ¥, 0, .84
PRIDE, ¥, ¥, 25, .02, PRI--, 8, .26, --IDE, 8, .29, 21, 42, 1.49, , N, 1.55, .25, .017, 1, .95
PRIEST, 30, .12, 8, 0.00, , ¥, ¥, ----ST, 21, .03, 13, 16, 6.59, , N, 3.31, .39, .042, 1, 1.00
PRIMATE, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 13, 1, ¥, , N, 2.30, .20, .002, 1, .77
PRIME, ¥, ¥, 12, .01, PRI--, 8, .11, , ¥, ¥, 13, 45, 3.51, T, AJ, .75, 0.00, 0.000, 1, .92
PRINCESS, ¥, ¥, 20, 0.00, , ¥, ¥, , ¥, ¥, 10, 10, 5.56, , N, 2.22, .22, .225, 1, .90
PRINT, ¥, ¥, 11, .01, PRI--, 8, .09, , ¥, ¥, 12, 18, 4.64, , N, 2.08, .33, .090, 1, 1.00
PRISM, ¥, ¥, ¥, ¥, PRI--, 8, .05, , ¥, ¥, 13, 0, 4.97, , N, 1.67, 0.00, 0.000, 1, .92
PRIZE, ¥, ¥, 31, .02, PRI--, 8, .08, , ¥, ¥, 14, 28, 5.26, , N, 2.29, .36, .015, 1, 1.00
PRO, 19, .17, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 16, ¥, , N, 2.57, .14, .048, 1, .93
PROCEDURE, 19, 0.00, 7, 0.00, , ¥, ¥, , ¥, ¥, 24, 79, ¥, , N, 2.17, .13, .009, 1, .96
PRODUCE, 19, .03, ¥, ¥, , ¥, ¥, , ¥, ¥, 17, 82, 4.19, C, V, 2.00, .07, .002, 1, .88
PROFESSIONAL, 19, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 27, 57, ¥, , N, 1.92, .12, .031, 1, .93
PROFESSOR, 19, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 57, 6.52, , N, 1.36, .36, .039, 1, 1.00
PROGRAM, 19, .10, ¥, ¥, , ¥, ¥, , ¥, ¥, 14, 394, ¥, , N, 1.64, .14, .033, 1, 1.00
PROHIBIT, 19, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 20, 2, 2.93, , V, 2.05, .15, .009, 1, 1.00
PRONOUN, 19, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 4, 2.95, , N, 2.62, .31, .034, 1, 1.00
PROOF, ¥, ¥, 7, 0.00, PRO--, 9, .03, , ¥, ¥, 23, 40, 3.51, T, N, .63, .16, .066, 1, .83
PROSE, 19, .07, 22, .01, PRO--, 8, .06, --OSE, 9, .08, 15, 14, ¥, , N, 2.93, .21, .009, 1, .93
PROTECT, 19, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 22, 34, 2.95, , V, 1.68, .26, .035, 1, .86
PROTEIN, 19, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 26, 21, ¥, , N, 1.73, .05, .003, 1, .85
