TARGET, K&F FREQ, Accessibility Index
ARCHEOLOGY, 0, 1
ARBITRATION, 0, 1
ARACHNID, 0, 1
TWENTY THIRD, 0, 1
TWENTY-FOUR, 0, 1
ARAB, 0, 1
TWIRL, 0, 1
AQUARIUM, 0, 1
AQUARIUS, 0, 1
TWINKLES, 0, 1
ARCHBISHOP, 0, 1
ARC, 0, 1
TV, 0, 1
TWEET, 0, 1
TWENTIETH, 0, 1
TWENTY ONE, 0, 1
TWENTY SIX, 0, 1
TWENTY FIRST, 0, 1
TWENTY FOUR, 0, 1
TUITION, 0, 1
TROLLEY, 0, 1
TROOP, 0, 1
TRIX, 0, 1
AS, 0, 1
TROOPS, 0, 1
TROTTER, 0, 1
ARTIFACTS, 0, 1
ARTILLERY, 0, 1
TROPICANA, 0, 1
TRILLION, 0, 1
ASHAMED, 16, 1
TRICKERY, 0, 1
TRICKY, 0, 1
TRIMMER, 0, 1
TRIPLE, 0, 1
TRIVIAL, 0, 1
TRINKET, 0, 1
ASCENT, 1, 1
TROUBLED, 0, 1
ARMSTRONG, 0, 1
TRYING, 0, 1
ARNOLD, 0, 1
TRUTHFULNESS, 0, 1
ARMPIT, 0, 1
TUCK, 0, 1
ARMADILLO, 0, 1
ARMOIRE, 0, 1
TUBING, 0, 1
TROVE, 0, 1
ARTICULATE, 0, 1
TROUSERS, 7, 1
ARTIFACT, 0, 1
ARTHUR, 0, 1
ARSENIC, 0, 1
AROUSED, 0, 1
TRULY, 0, 1
ARTERY, 46, 1
UNDIVIDED, 0, 1
UNDRESSING, 0, 1
UNDERVIEW, 0, 1
UNDERWORLD, 0, 1
APPARENT, 0, 1
UNEXPECTED, 0, 1
UNEXPLORED, 0, 1
UNEMPLOYED, 0, 1
APPARATUS, 0, 1
UNDECLARED, 0, 1
UNDEPENDABLE, 0, 1
UNCOVERED, 0, 1
APPLAUD, 0, 1
UNDERARMS, 0, 1
UNDERPOWER, 0, 1
APPENDAGE, 1, 1
APPENDIX, 0, 1
UNDERLINE, 0, 1
APOSTROPHE, 0, 1
UNHELPFUL, 0, 1
UNIDENTIFIED, 0, 1
UNHEARD, 0, 1
UNHEARD OF, 0, 1
APHRODITE, 0, 1
UNINTERESTING, 0, 1
APATHETIC, 1, 1
UNINFORMED, 0, 1
UNINTENTIONAL, 0, 1
APOSTLES, 0, 1
UNFIXABLE, 0, 1
UNFASTEN, 0, 1
UNFEELING, 0, 1
UNFOLD, 0, 1
UNGIVING, 0, 1
APOSTLE, 0, 1
UNFREEZE, 0, 1
UNFRIENDLY, 0, 1
UNCOVER, 0, 1
U-HAUL, 0, 1
U.K., 0, 1
TYRANT, 0, 1
U-BOAT, 0, 1
U2, 0, 1
UGLY DUCKLING, 0, 1
ULTIMATE, 0, 1
UFO, 0, 1
APPREHENSIVE, 0, 1
APPROXIMATE, 0, 1
TYPES, 0, 1
TWISTING, 0, 1
TWITCH, 0, 1
APPROVE, 0, 1
TYPO, 0, 1
TYRANNOSAURUS, 0, 1
APPROPRIATE, 0, 1
TYPING, 0, 1
ULTRAVIOLET, 0, 1
UNCLEAN, 0, 1
UNCLOG, 0, 1
APPLICATOR, 0, 1
UNCLE SAM, 0, 1
UNCLOTHE, 0, 1
UNCONTROLLABLE, 0, 1
UNCONTROLLED, 0, 1
APPLICANT, 0, 1
APPLE JUICE, 0, 1
APPRECIATE, 0, 1
APPRAISE, 4, 1
ULYSSES, 0, 1
APPRECIATION, 0, 1
UNACCEPTABLE, 0, 1
APPOINT, 0, 1
UNBREAKABLE, 0, 1
UNALIKE, 0, 1
UNATTAINABLE, 0, 1
VINNY, 0, 1
ABSTAIN, 0, 1
ABSORBING, 0, 1
ABSURD, 17, 1
WON, 0, 1
ABSORBER, 0, 1
ABSOLUT, 0, 1
WOOLERY, 0, 1
WOODEN, 0, 1
WOODWIND, 2, 1
WITHDRAWAL, 0, 1
WITHER, 0, 1
ACCENTUATE, 0, 1
WITCH DOCTOR, 0, 1
ACADEMICS, 0, 1
WOBBLE, 0, 1
ABUSED, 0, 1
WITHSTAND, 0, 1
ABUSIVE, 0, 1
WOOLITE, 0, 1
ABDUCT, 0, 1
ABDOMEN, 6, 1
ABHOR, 0, 1
ABE, 0, 1
WORTHWHILE, 0, 1
ABBREVIATED, 0, 1
WRANGLER, 0, 1
WOULD, 0, 1
WOUNDED, 0, 1
ABROAD, 0, 1
ABOVE GROUND, 0, 1
WOOZY, 0, 1
WORD PROCESSOR, 0, 1
ABOUTS, 0, 1
ABOLISH, 0, 1
WORRIED, 0, 1
WORKS, 0, 1
ABORTION, 0, 1
ACCEPTABLE, 0, 1
ACHOO, 0, 1
WILDLIFE, 0, 1
WIGGLY, 0, 1
WIGWAM, 0, 1
ACHILLES, 0, 1
WILLIAMS, 0, 1
ACES, 0, 1
WILL POWER, 0, 1
WILLIAM, 0, 1
WHOO, 0, 1
ACROBATS, 0, 1
WHOLESOME, 0, 1
WHOM, 146, 1
WICK, 4, 1
WIENER, 0, 1
WIG, 0, 1
WICKER, 4, 1
WIDOWER, 0, 1
WILSON, 0, 1
ACCOMPANY, 0, 1
ACCOMMODATION, 0, 1
WINNING, 0, 1
WINO, 0, 1
WIPER, 0, 1
WIRED, 0, 1
ACCESS, 0, 1
WIPERS, 0, 1
ACCIDENTS, 0, 1
ACCUMULATE, 3, 1
WINDEX, 0, 1
WILT, 0, 1
ACCUSED, 0, 1
ACCOUNTING, 0, 1
ACCOMPLICE, 0, 1
WINNERS, 0, 1
ACCOUNTANT, 0, 1
WINE COOLER, 0, 1
YOUNGSTER, 0, 1
2 LIVE CREW, 0, 1
2 X 4, 0, 1
YOUNGER, 0, 1
1978, 0, 1
12:00, 0, 1
YUPPIE, 0, 1
1930S, 0, 1
1776, 0, 1
YET, 0, 1
YIELD, 35, 1
YELP, 0, 1
22, 0, 1
YMCA, 0, 1
2000, 0, 1
20/20, 0, 1
YO-YO, 0, 1
21, 0, 1
Z, 0, 1
007, 0, 1
%, 0, 1
ZIP, 0, 1
ZIP CODE, 0, 1
ZODIAC, 0, 1
!, 0, 1
ZOOLOGY, 0, 1
ZOMBIE, 0, 1
#9, 0, 1
ZEALOT, 0, 1
10, 0, 1
ZAP, 0, 1
ZEAL, 0, 1
ZEPHYR, 0, 1
ZIGZAG, 0, 1
ZINC, 0, 1
1 TO 10, 0, 1
ZEUS, 0, 1
YELLOWSTONE, 0, 1
90 DEGREE, 0, 1
7 DAYS, 0, 1
WRISTBAND, 0, 1
911, 0, 1
WRONG-DOING, 0, 1
666, 0, 1
X-MASS, 0, 1
WUZZY, 0, 1
WYLEE, 0, 1
AARDVARK, 0, 1
AA, 0, 1
ABANDONMENT, 0, 1
WREAK, 0, 1
A LOT, 0, 1
WRINKLES, 0, 1
A AND D, 0, 1
A LA MODE, 0, 1
WRINKLED, 0, 1
X-RATED, 0, 1
YEARBOOK, 0, 1
409, 0, 1
YBOR, 0, 1
42, 0, 1
365 DAYS, 0, 1
2ND FLOOR, 0, 1
YELLOWS, 0, 1
32 CENTS, 0, 1
2OOO, 0, 1
XRAY, 0, 1
XY, 0, 1
X-RAYS, 0, 1
49'ER, 0, 1
YANK, 0, 1
YATZEE, 0, 1
44 D, 0, 1
45 DEGREE, 0, 1
45, 0, 1
WALL-TO-WALL, 0, 1
AGREEABLE, 0, 1
WALKMAN, 0, 1
WALL STREET, 0, 1
WALLPAPER, 0, 1
WALNUTS, 0, 1
WALRUS, 1, 1
WALLS, 0, 1
WALNUT, 11, 1
AIR HEAD, 0, 1
AIR BAG, 0, 1
WAIL, 0, 1
AIRCRAFT, 70, 1
AIMLESS, 0, 1
AIDE, 0, 1
WALKING, 0, 1
WAL-MART, 0, 1
AILMENT, 0, 1
WANDERER, 0, 1
WARRANTY, 0, 1
AGES, 0, 1
WARN, 11, 1
WARRANT, 0, 1
WARS, 0, 1
WASHABLE, 0, 1
WASHBASIN, 0, 1
WARY, 7, 1
AGAINST WILL, 0, 1
WANTS, 0, 1
AGILITY, 0, 1
AGITATING, 0, 1
AGITATE, 0, 1
WARLOCK, 0, 1
AGGRESSION, 0, 1
AGGRAVATING, 0, 1
AGILE, 0, 1
WARM BLOODED, 0, 1
WAGGLE, 0, 1
VISUALIZE, 0, 1
VITAL, 0, 1
ALLEGIANCE, 4, 1
VISUAL, 0, 1
VITAMIN C, 0, 1
ALKA SELTZER, 0, 1
VOGUE, 0, 1
ALL KNOWING, 0, 1
VOCALIST, 0, 1
ALOUD, 0, 1
ALONG, 0, 1
VINO, 0, 1
ALPS, 0, 1
ALOE, 0, 1
ALLOWANCE, 0, 1
ALLELE, 0, 1
VISE, 0, 1
VISIBLE, 0, 1
ALIMONY, 0, 1
AJAX, 0, 1
VULGAR, 7, 1
VOWEL, 0, 1
VOWS, 0, 1
W, 0, 1
WAG, 0, 1
WAGER, 3, 1
AIRLINES, 0, 1
WAFFLE, 0, 1
ALECK, 0, 1
VOLTAGE, 0, 1
VOLKSWAGON, 0, 1
ALF, 0, 1
VOLUNTARY, 0, 1
VOTER, 0, 1
AL, 0, 1
ALCOHOLISM, 0, 1
VOO DOO, 0, 1
ADIOS, 0, 1
WETLAND, 0, 1
WELLNESS, 0, 1
ADJOURN, 2, 1
WHARF, 0, 1
ADDUCT, 0, 1
ADDICTIVE, 0, 1
ADHERE, 0, 1
WHAT'S, 0, 1
ADMINISTRATOR, 0, 1
ADMINISTRATION, 0, 1
WEIGHTLESS, 0, 1
WEINERS, 0, 1
ADJUSTMENT, 35, 1
WELL-BEING, 9, 1
WELL-DONE, 0, 1
ADJUSTER, 0, 1
WELL BEING, 0, 1
WHEELS, 0, 1
WHITE FANG, 0, 1
WHITHER, 0, 1
ACUTE, 0, 1
ACTS, 0, 1
WHIZ, 0, 1
ACTING, 0, 1
WHOLESALE, 0, 1
ACTIVATE, 0, 1
WHO'S THERE, 0, 1
ADDED, 0, 1
WHEREABOUT, 0, 1
ADDICTED, 0, 1
WHENEVER, 0, 1
ADAPT, 0, 1
WHIRL, 0, 1
WHIRLWIND, 0, 1
ADAMS, 0, 1
WHIPPED CREAM, 0, 1
ADMIRER, 0, 1
WATERLOO, 0, 1
AEROSMITH, 0, 1
WATCHED, 0, 1
WATCHFUL, 0, 1
AERIAL, 0, 1
ADVOCATE, 0, 1
WAVY, 0, 1
WAVELESS, 0, 1
WAVER, 0, 1
AFT, 0, 1
AFGHAN, 0, 1
WASHCLOTH, 0, 1
WASHED, 0, 1
WASHINGTON DC, 0, 1
AESOP, 0, 1
WATCHDOG, 0, 1
AFFORDABLE, 0, 1
AFFECTIONATE, 0, 1
WAYNE'S WORLD, 0, 1
WEEDS, 0, 1
ADOPT, 0, 1
ADORN, 1, 1
ADORABLE, 3, 1
ADOLESCENCE, 0, 1
WEEP, 14, 1
WEIGH T, 0, 1
WEEKS, 0, 1
WEENIES, 0, 1
WEAPONS, 0, 1
WEAVER, 0, 1
ADVERTISING, 0, 1
WEAKEN, 0, 1
WEBBED, 0, 1
ADULTERY, 3, 1
WEDGE, 0, 1
WEBSTERS, 0, 1
ADULTHOOD, 0, 1
BLENDED, 0, 1
SUMMARIZE, 0, 1
BLESSING, 10, 1
SULTRY, 0, 1
SUMMATION, 0, 1
SUN DOME, 0, 1
SUN GLASSES, 0, 1
BLEAK, 0, 1
BLAZER, 0, 1
BLOCKED, 0, 1
BLOCKADE, 16, 1
BLOOD PRESSURE, 0, 1
BLOND, 0, 1
SUEY, 0, 1
BLINKER, 0, 1
BLINDFOLD, 0, 1
SUEZ, 0, 1
BLISS, 0, 1
SUNDOWN, 0, 1
BLACK WIDOW, 0, 1
BLACK TOP, 0, 1
BLACKHEAD, 0, 1
BLACKBALL, 0, 1
BLACK TIE, 0, 1
BLACK OUT, 0, 1
BLACK MAGIC, 0, 1
SUPPRESS, 0, 1
SUPPRESSANT, 0, 1
BLANKETS, 0, 1
BLADES, 0, 1
SUNFLOWER, 0, 1
SUNLIGHT, 0, 1
BLADDER, 0, 1
SUPERCUTS, 0, 1
SUPEREGO, 0, 1
SUNTAN, 0, 1
BLACKJACK, 0, 1
SUCKED, 0, 1
BMW, 0, 1
STUFFER, 0, 1
STUDIOUS, 0, 1
BOAR, 0, 1
BLUEPRINT, 1, 1
BLUEGRASS, 0, 1
STUNT MAN, 0, 1
STUMP, 2, 1
STUN, 0, 1
BOATS, 0, 1
STUCCO, 0, 1
STRUGGLING, 0, 1
STUBBLE, 0, 1
BOAST, 0, 1
STUDENTS, 0, 1
STUDIES, 0, 1
STUD, 7, 1
BOARD GAME, 0, 1
BLUECHEESE, 0, 1
SUBORDINATES, 0, 1
SUBSCRIPTION, 0, 1
BLUBBER, 1, 1
BLOWER, 0, 1
BLOW POP, 0, 1
SUCCESSFUL, 0, 1
SUCCUMB, 0, 1
BLOTTER, 0, 1
BLOTCH, 0, 1
SUADE, 0, 1
BLUE-COLLAR, 0, 1
BLUEBIRDS, 0, 1
BLUEBEARD, 0, 1
SUBCONSCIOUS, 0, 1
BLUE JAY, 0, 1
SUBLIMINAL, 0, 1
SUBCULTURE, 0, 1
SUBDIVISION, 0, 1
SYNDROME, 0, 1
BIKING, 0, 1
BILL CROSBY, 0, 1
SYMPTOM, 5, 1
BIKER, 0, 1
BIGOTRY, 0, 1
SYRINGE, 1, 1
SYNTHESIZE, 0, 1
SYNTHESIZER, 0, 1
SWOLLEN, 0, 1
BILLIARDS, 0, 1
SWITCHES, 0, 1
SWITZERLAND, 0, 1
SYLLABLES, 0, 1
SYMBOLISM, 0, 1
SYMBOLS, 0, 1
BILLFOLD, 0, 1
SYMBOLIC, 0, 1
BIGGOT, 0, 1
BI-WEEKLY, 0, 1
TADPOLE, 0, 1
TACO, 0, 1
TACT, 6, 1
TAFFY, 0, 1
BEVERLY HILLBILLIES, 0, 1
TAKE OVER, 0, 1
BHANG, 0, 1
BEWILDER, 0, 1
T-SHIRT, 0, 1
BIG HEAD, 0, 1
BIGGER, 0, 1
BIG MAC, 0, 1
TABLES, 0, 1
BICKER, 0, 1
BICEPS, 0, 1
BIG APPLE, 0, 1
TABLETS, 0, 1
BILLION, 0, 1
SURVIVOR, 0, 1
SUSCEPTIBLE, 0, 1
BITCHES, 0, 1
BISON, 1, 1
SUSPECT, 30, 1
SUSPENSEFUL, 0, 1
SUSTAIN, 0, 1
SUSPEND, 0, 1
SUSPENDED, 0, 1
SURFER, 0, 1
BLACK CAT, 0, 1
BLACK EYE, 0, 1
SURFBOARD, 0, 1
SURGEON GENERAL, 0, 1
BIZZ, 0, 1
SURROUND, 0, 1
BLACK AND WHITE, 0, 1
SURMISE, 0, 1
SUZUKI, 0, 1
BINDING, 0, 1
SWEETHEARTS, 0, 1
BINGE, 0, 1
SWEATSHIRT, 0, 1
SWEETS, 0, 1
SWINDLE, 0, 1
SWIRL, 0, 1
BIN, 0, 1
SWIMSUIT, 0, 1
BIRTHMARK, 0, 1
SWANS, 0, 1
BIRTHSTONE, 0, 1
SWAM, 0, 1
SWATTER, 0, 1
BINOCULARS, 0, 1
SWEATBAND, 0, 1
BIOGRAPHY, 0, 1
SWEARING, 0, 1
BRASH, 0, 1
STARTER, 0, 1
STAR-SPANGLED, 0, 1
STARBOARD, 1, 1
STARTLE, 0, 1
STATE BUILDINGS, 0, 1
BRAKES, 0, 1
STARVATION, 0, 1
BRAM STOKER'S, 0, 1
STANDOUT, 0, 1
STANK, 0, 1
BREED, 17, 1
STANDARD DEVIATION, 0, 1
STANZA, 0, 1
BREAK UP, 0, 1
BREADTH, 0, 1
BREAK-UP, 0, 1
STAPLER, 0, 1
STATESMAN, 0, 1
STEAMER, 0, 1
STEAMROLLER, 0, 1
BOYFRIENDS, 0, 1
STEAMED, 0, 1
STEAMY, 0, 1
BOWS, 0, 1
STEIN, 0, 1
STEED, 0, 1
BOYCOTT, 0, 1
BRAINSTORM, 0, 1
BRAID, 0, 1
STATIC, 0, 1
STATING, 0, 1
STATURE, 0, 1
BOZO, 0, 1
BOYSCOUT, 0, 1
BRACELETS, 0, 1
STEADFAST, 0, 1
STAND-UP, 0, 1
SPUR MOMENT, 0, 1
SPURT, 0, 1
SPUD, 0, 1
SPUNK, 0, 1
BROADWAY, 0, 1
SQUEAL, 1, 1
BRITISH, 0, 1
SPY VS. SPY, 0, 1
BRITTANICA, 0, 1
SPRINKLE, 7, 1
SPRINKLES, 0, 1
SPREE, 4, 1
BRONCO, 0, 1
SPRINTER, 0, 1
BROILED, 0, 1
SPROUTS, 0, 1
BROKER, 0, 1
SPRITZ, 0, 1
SQUIGGLY, 0, 1
STAINS, 0, 1
BRICKLAYER, 0, 1
STAGNANT, 0, 1
BRIEFING, 0, 1
STAIRWAY, 6, 1
BREVARD, 0, 1
BREEZEWAY, 0, 1
STAIRWELL, 0, 1
BRIBE, 1, 1
ST. PETERSBURG, 0, 1
ST.LOUIS, 0, 1
SQUINT, 1, 1
BRIQUETTES, 0, 1
BRIM, 0, 1
BRIGHTENS, 0, 1
BRIEFS, 0, 1
BRIGHTNESS, 0, 1
BRIGHTER, 0, 1
STRAPS, 0, 1
STRATEGY, 22, 1
STRANGERS, 0, 1
STRAPLESS, 0, 1
STRATOSPHERE, 0, 1
BONGS, 0, 1
STREAMERS, 0, 1
BONNET, 0, 1
STRAY, 12, 1
STORES, 0, 1
BOOKLET, 0, 1
BOOST, 0, 1
BOOKWORM, 0, 1
BOOKCASE, 0, 1
BOOGIE, 0, 1
STRAIT, 0, 1
BOOK BAG, 0, 1
STRAIGHTFORWARD, 0, 1
BONGO, 0, 1
BOGUS, 0, 1
BOGGLING, 0, 1
BOILING, 0, 1
STRIPPER, 0, 1
STROKES, 0, 1
BODY BUILDING, 0, 1
BODIED, 0, 1
STROLLER, 0, 1
STRUCK, 0, 1
BON VOYAGE, 0, 1
STRIDE, 0, 1
BONG, 0, 1
BONDS, 0, 1
BOMBER, 0, 1
BOLOGNA, 2, 1
BOISTEROUS, 0, 1
STRIKES, 0, 1
BOLTS, 0, 1
STOPS, 0, 1
STEWART, 0, 1
BOUNTIFUL, 0, 1
STEWARD, 0, 1
STEWARDESS, 2, 1
BOUNDS, 0, 1
STIMULATE, 0, 1
STIMULATING, 0, 1
STIFLE, 0, 1
STIMULANT, 0, 1
BOWED, 0, 1
STEPMOTHER, 0, 1
BOWELS, 0, 1
BOWEL, 0, 1
BOUTIQUE, 0, 1
STEVE MILLER, 0, 1
STEVEN, 0, 1
BOUQUET, 4, 1
STEROIDS, 0, 1
BOUILLON, 0, 1
BORROWED, 0, 1
BOREDOM, 0, 1
STOLE, 0, 1
STOLI, 0, 1
STOOGES, 0, 1
BOOSTER, 0, 1
STOPLIGHT, 0, 1
BOP, 0, 1
STOOP, 0, 1
BOTTOM LINE, 0, 1
STIRRED, 0, 1
STINGER, 0, 1
BOTTOMLESS, 0, 1
BOTHERED, 0, 1
BOSTON, 0, 1
STOCKINGS, 0, 1
STITCHES, 0, 1
BOTH, 0, 1
BETWIXT, 0, 1
TOCK, 0, 1
AWHILE, 0, 1
AXIS, 0, 1
TOASTY, 0, 1
TOED, 0, 1
AWAITING, 0, 1
AVID, 0, 1
TOEJAM, 0, 1
AWARDS, 0, 1
AZURE, 0, 1
TO HAVE, 0, 1
TITS, 0, 1
TNT, 0, 1
TO INDIA, 0, 1
AXLE, 0, 1
TOASTED, 0, 1
TO THE POINT, 0, 1
AXON, 0, 1
TOKEN, 0, 1
AVENGE, 0, 1
AVARICE, 0, 1
TOMATOES, 0, 1
AVERT, 0, 1
AVAILABLE, 0, 1
TONS, 0, 1
TONSIL, 0, 1
TONER, 0, 1
AUXILIARY, 0, 1
TOLERANCE, 0, 1
TOLERATE, 0, 1
TOKYO, 0, 1
TOLD, 0, 1
TOLL, 16, 1
TOM SAWYER, 0, 1
AVIATION, 0, 1
TOLLS, 0, 1
TOM & JERRY, 0, 1
B & E, 0, 1
TIER, 0, 1
BACKBONE, 4, 1
TIDAL, 0, 1
BADNESS, 0, 1
BACKACHE, 0, 1
TILING, 0, 1
TIM, 0, 1
TIGHTROPE, 0, 1
BACK YARD, 0, 1
THUMBNAIL, 0, 1
THUMP, 0, 1
THROWN, 0, 1
BAGGY, 0, 1
BAGGIE, 0, 1
BAGELS, 0, 1
BAFFLE, 0, 1
THYROID, 0, 1
BAGGER, 0, 1
TIMBER, 19, 1
TIPTOE, 0, 1
BABBLE, 0, 1
BABEL, 0, 1
BABBLING, 0, 1
BAA, 0, 1
B-52'S, 0, 1
TIT, 0, 1
TIRESOME, 0, 1
B.O., 0, 1
BABY FOOD, 0, 1
BABY BACK, 0, 1
TIMBERS, 0, 1
TIMER, 0, 1
TIN MAN, 0, 1
TINKLE, 0, 1
TINT, 0, 1
TINKER, 0, 1
TINKERBELL, 0, 1
TRANSMIT, 0, 1
ASSURED, 0, 1
TRANSFER, 0, 1
TRANSFUSION, 0, 1
ASSUMPTION, 0, 1
TRAPPER, 0, 1
ASSORTED, 0, 1
ASSORTMENT, 0, 1
TRAPEZE, 0, 1
ATARI, 0, 1
AT EASE, 0, 1
TRAFFICANI, 0, 1
TRAGIC, 0, 1
ASYLUM, 0, 1
TRANCE, 4, 1
TRANQUILITY, 0, 1
ASTOUND, 0, 1
TRAMPLE, 0, 1
TRASHY, 0, 1
ASKEW, 0, 1
ASIDE, 0, 1
TRENCH COAT, 0, 1
ASPECT, 0, 1
ASIAN, 0, 1
ASHORE, 0, 1
TRICK-OR-TREAT, 0, 1
TRIBULATION, 0, 1
TRIBUNE, 0, 1
TREASON, 6, 1
ASSIMILATE, 0, 1
ASSISTANCE, 87, 1
TREAD, 5, 1
ASSIGN, 0, 1
ASPHYXIATE, 0, 1
TREMOR, 0, 1
ASSESS, 0, 1
ASSEMBLY, 0, 1
ATHENA, 0, 1
TORTILLA, 0, 1
AU LAIT, 0, 1
TORONTO, 0, 1
TORSO, 0, 1
AU GRATIN, 0, 1
TOTE BAG, 0, 1
TOTS, 0, 1
TOTALITARIAN, 0, 1
TOTE, 1, 1
AUTOGRAPH, 0, 1
AUTHORIZATION, 0, 1
TONSILS, 0, 1
TOO, 0, 1
AUDITORIUM, 0, 1
AUDACITY, 0, 1
AUCTION, 0, 1
TORAH, 0, 1
AUDIBLE, 0, 1
TOUR, 43, 1
ATTACHE, 0, 1
TRACHEA, 0, 1
ATTAIN, 0, 1
ATTACHED, 0, 1
ATOMIC, 46, 1
TRADER, 0, 1
ATHLETES FOOT, 0, 1
TRACT, 0, 1
ATLANTIC, 0, 1
ATTEND, 54, 1
TOWARD, 0, 1
ATTENDANCE, 12, 1
TOURNAMENT, 0, 1
TOWARDS, 0, 1
TOWERING, 0, 1
TOWERS, 0, 1
TOWELS, 0, 1
ATTAINED, 0, 1
TEDDY, 0, 1
BEGGAR, 2, 1
BELGIAN, 0, 1
BELFRY, 0, 1
BEFUDDLED, 0, 1
BEETLE, 1, 1
TELETHON, 0, 1
TEENY, 0, 1
TEEPEE, 0, 1
BELLMAN, 0, 1
TEACHERS, 0, 1
TEA BAG, 0, 1
BELLS, 0, 1
BELLE, 0, 1
TEASER, 0, 1
TECHNICAL, 0, 1
BELL TOLLS, 0, 1
BELIEVER, 0, 1
BEEPER, 0, 1
TENANT, 0, 1
TEND, 43, 1
TEN SPEED, 0, 1
TEN-SPEED, 0, 1
BEATER, 0, 1
TENNIS SHOE, 0, 1
BEADS, 0, 1
TENDERNESS, 0, 1
TENNESSEE, 0, 1
BED CLOTHES, 0, 1
TEMPERAMENTAL, 0, 1
BEDTIME, 0, 1
TELLING, 0, 1
BECAME, 0, 1
TEMPT, 0, 1
TEMPTATION, 0, 1
TEMPO, 0, 1
BEAUTIFY, 0, 1
BELLYBUTTON, 0, 1
TAMER, 0, 1
BERNAISE, 0, 1
TALON, 0, 1
TAME, 4, 1
TAMPONS, 0, 1
TANGY, 1, 1
BERLIN WALL, 0, 1
TANG, 0, 1
TANGERINE, 0, 1
TALC, 0, 1
BESTIAL, 0, 1
BETTY CROCKER, 0, 1
TAKING, 0, 1
BEST SELLER, 0, 1
BERNARD, 0, 1
TALLAHASSEE, 0, 1
TALK OUT, 0, 1
BESIDE, 0, 1
TANKER, 0, 1
TASTEFUL, 0, 1
TASTELESS, 0, 1
TASK`, 0, 1
BEN, 0, 1
TATA, 0, 1
TAUT, 0, 1
BELTED, 0, 1
TATTERED, 0, 1
TATTOO, 0, 1
BENIGN, 0, 1
BENEVOLENT, 0, 1
BERG, 0, 1
TAPIOCA, 0, 1
TARNISH, 3, 1
BENDABLE, 0, 1
BENCH PRESS, 0, 1
TAROT, 0, 1
TARTAN, 0, 1
BALTIMORE, 0, 1
THISTLE, 0, 1
THIRTY, 0, 1
THIRTY-FIRST, 0, 1
THOR, 0, 1
BALLOT, 12, 1
THOUGHTLESS, 0, 1
BALONEY, 0, 1
THOSE, 0, 1
BANISTER, 0, 1
BANGS, 0, 1
THIMBLE, 1, 1
BANKER, 5, 1
THINKER, 0, 1
BANDANA, 0, 1
BAMBOO, 0, 1
BANDANNA, 0, 1
THINS, 0, 1
BALL AND CHAIN, 0, 1
THRILLING, 0, 1
THROB, 0, 1
THRILLED, 0, 1
THRILLER, 1, 1
THRONE, 5, 1
THROW-UP, 0, 1
THROWER, 0, 1
THROTTLE, 0, 1
BAILEY, 0, 1
THREATEN, 0, 1
BALANCE BEAM, 0, 1
BALE, 0, 1
THOUSAND ISLAND, 0, 1
THREE-PIECE, 0, 1
THRIFT, 5, 1
BAKING, 0, 1
THRESHOLD, 1, 1
THRICE, 0, 1
BANKRUPT, 0, 1
TERRY, 0, 1
BASTARD, 0, 1
TERRIFY, 0, 1
BAWL, 0, 1
TESTAMENT, 0, 1
TESTY, 0, 1
BASKET WEAVING, 0, 1
TESTIFY, 23, 1
TESTOSTERONE, 0, 1
BAYSHORE, 0, 1
TERMINATOR, 0, 1
BEAD, 1, 1
BB GUN, 0, 1
TERMITE, 0, 1
BAYER, 0, 1
TERRIFIED, 0, 1
TERRACE, 0, 1
BAYOU, 0, 1
TEXTILE, 0, 1
THERAPIST, 0, 1
BARBER, 0, 1
BARGE, 0, 1
BARCELONA, 0, 1
THEREFORE, 0, 1
THEY, 0, 1
BANNER, 8, 1
BARBELLS, 0, 1
BARBED, 0, 1
THANKFUL, 0, 1
BARREN, 0, 1
TEXTURE, 0, 1
BASIN, 0, 1
THE DAY, 0, 1
THEIR, 0, 1
THEM, 0, 1
BARNEY, 0, 1
BARNETT, 0, 1
FACULTY, 74, 1
LOW FAT, 0, 1
LOVES, 0, 1
FADDLE, 0, 1
LOW LIGHT, 0, 1
LOWEST, 0, 1
LOWS, 0, 1
FACTORS, 0, 1
LOWERCASE, 0, 1
FADED, 0, 1
LOTTO, 0, 1
FAIRY TALE, 0, 1
FALSEHOOD, 0, 1
FAKING, 0, 1
LOUISIANA, 0, 1
FAHRENHEIT, 0, 1
LOVED, 0, 1
FAIRNESS, 0, 1
LOVABLE, 0, 1
LOX, 0, 1
LUTHERAN, 0, 1
LYRIC, 0, 1
EYELID, 0, 1
LUSTER, 0, 1
M.D., 0, 1
MACDILL, 0, 1
EYEBALL, 2, 1
M.S., 0, 1
MACAW, 0, 1
LUSH, 0, 1
FACE IT, 0, 1
LUCI, 0, 1
FACECLOTH, 0, 1
LP, 0, 1
FABULOUS, 0, 1
LUMPS, 0, 1
F, 0, 1
LUG, 0, 1
FABRICATED, 0, 1
FALTER, 0, 1
LOIN, 0, 1
LOIS, 0, 1
FAT LADY, 0, 1
LOGO, 0, 1
LOIS LANE, 0, 1
FARTS, 0, 1
FARTHER, 0, 1
FASCIST, 0, 1
FASCINATING, 0, 1
FATHOM, 0, 1
LOATHE, 0, 1
LOATHSOME, 0, 1
LOAFERS, 0, 1
FEASIBLE, 0, 1
LOCH NESS, 0, 1
LOCO, 0, 1
LOCOMOTIVE, 0, 1
